"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","1995-11","9.8",",X","0.18",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","1995-12","9.6",",X","3.09",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","1996-01","9.8",",X","1.31",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","1996-02","8.9",",X","0.43",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","1996-03","12.1",",X","1.87",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","1996-04","11.6",",X","3.57",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","1996-05","10.5",",X","3.08",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","1996-06","7.8",",X","5.41",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","1996-07","10.1",",X","3.41",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","1996-08","8.1",",X","5.42",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","1996-09","7.4",",X","5.55",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","1996-10","10.3",",X","9.89",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","1996-11","12.1",",X","0.37",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","1996-12","9.2",",X","1.74",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","1997-01","9.8",",X","4.03",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","1997-02","11.0",",X","1.18",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","1997-03","10.3",",X","1.14",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","1997-04","11.0",",X","2.15",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","1997-05","8.5",",X","2.48",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","1997-06","8.9",",X","7.70",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","1997-07","6.9",",X","2.88",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","1997-08","6.7",",X","3.82",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","1997-09","7.4",",X","11.36",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","1997-10","9.6",",X","1.11",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","1997-11","10.1",",X","2.02",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","1997-12","9.8",",X","4.32",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","1998-01","10.3",",X","2.22",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","1998-02","11.9",",X","6.54",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","1998-03","12.8",",X","2.74",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","1998-04","11.9",",X","0.97",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","1998-05","7.8",",X","1.02",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","1998-06","7.4",",X","0.08",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","1998-07","8.7",",X","1.20",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","1998-08","7.4",",X","7.25",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","1998-09","10.5","2,X","2.69","4,,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","1998-10","10.5",",X","4.17",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","1998-11","10.3",",X","1.91",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","1998-12","10.3",",X","0.95",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2001-01","10.3",",X","0.30",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2001-02","11.4",",X","0.11",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2001-03","10.1",",X","1.94",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2001-04","12.5",",X","4.31",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2001-05","10.1",",X","3.75",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2001-06","7.6",",X","2.99",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2001-07","7.2",",X","6.38",",,,Z"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2001-08","7.8",",X","6.90",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2001-09","7.4",",X","11.59",",,,Z"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2001-10","11.0","1,X","7.28",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2001-11","10.5","2,X","0.25","2,,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2001-12","9.6",",X","3.34",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2002-01","9.6",",X","0.11",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2002-02","9.8",",X","2.70",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2002-03","10.5",",X","1.10",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2002-04","11.6",",X","0.33",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2002-05","11.6",",X","6.77",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2002-06","9.2",",X","6.77",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2002-07","7.6",",X","3.89",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2002-08","8.1",",X","2.17",",,,Z"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2002-09","10.7",",X","6.70",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2002-10","8.3",",X","1.38",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2002-11","10.3",",X","1.18",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2002-12","10.3",",X","2.02",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2003-01","9.8",",X","0.50",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2003-02","8.7",",X","0.24",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2003-03","8.7",",X","2.07",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2003-04","10.5",",X",,
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2003-05","9.4",",X","1.76",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2003-06","9.2",",X","3.69",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2003-07",,,"1.43",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2003-08",,,,
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2003-10",,,"0.89",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2004-02",,,"5.52","1,,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2004-03",,,"0.40",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2004-04",,,"1.87","2,,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2004-05",,,"0.65","2,,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2004-07",,,"4.80","3,,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2004-10",,,"0.61",",,,Z"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2004-11",,,"0.34",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2005-01",,,"1.99",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2005-02",,,"0.16",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2005-03",,,"2.55",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2005-04",,,"2.89",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2005-05",,,"0.65",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2005-06",,,"4.87",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2005-07",,,"0.28","3,,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2005-08",,,"29.22",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2005-09",,,"4.29",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2005-10",,,"2.66","3,,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2005-11",,,"9.93",",,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2005-12",,,"0.00","4,T,,X"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2006-10",,,,
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2006-11","10.3","2,W","0.48","4,,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2006-12","11.0","1,W",,
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2007-01",,,,
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2007-02","9.4",",W","0.00","2,,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2007-03","12.3",",W","0.00",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2007-04","10.5","1,W","0.95",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2007-05","11.0",",W","1.00",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2007-06","7.8",",W","2.23",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2007-07","6.5",",W","5.10","1,,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2007-08","8.3",",W",,
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2007-09","7.4","1,W","4.23","5,,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2007-10","10.7",",W","1.76",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2007-11","10.1",",W","0.00","4,T,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2007-12","8.7","1,W","1.61","4,,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2008-01","10.5",",W","0.12",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2008-02","9.6",",W","0.36",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2008-03","11.2",",W","0.47","2,,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2008-04","11.2",",W","1.46",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2008-05","10.3",",W",,
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2008-06","10.3",",W","0.08","3,,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2008-07","8.5",",W","0.09","1,,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2008-08","8.1","3,W","0.94","3,,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2008-09","10.7",",W","1.04","1,,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2008-10","10.1",",W",,
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2008-11","10.3",",W","1.79",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2008-12","9.6",",W","1.06",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2009-01","9.4",",W","0.67",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2009-02","10.5",",W","0.78",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2009-03","12.1",",W","0.55",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2009-04","12.3",",W","0.24","1,,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2009-05","10.1",",W","0.00","3,T,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2009-06","6.9",",W","0.00",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2009-07","6.9","1,W","1.51","1,,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2009-08","8.3",",W","6.90",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2009-09","6.7",",W","8.61",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2009-10","8.7",",W","1.73",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2009-11","9.8",",W","8.15",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2009-12","9.8",",W","3.67",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2010-01","10.3","2,W","1.05","2,,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2010-02","10.3",",W","4.91",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2010-03","10.5",",W","0.65",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2010-04","11.2",",W","1.43",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2010-05","10.1",",W","1.34",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2010-06","9.4",",W","1.41",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2010-07","9.2",",W","4.13",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2010-08","7.4",",W","4.70",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2010-09","9.4",",W","8.63",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2010-10","9.4","1,W","3.13",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2010-11","9.4",",W","2.13",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2010-12","10.7","1,W","0.71","1,,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2011-01","8.9",",W","5.61",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2011-02","8.9",",W","0.08",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2011-03","10.1",",W","0.31",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2011-04","10.1",",W","0.95",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2011-05","9.4",",W","0.54",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2011-06","9.2",",W","1.17",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2011-07","8.3",",W","5.30",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2011-08","6.9",",W","4.90",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2011-09","6.5",",W","8.44",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2011-10","9.2",",W","21.31",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2011-11","10.5",",W","0.83",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2011-12","9.8",",W","0.19",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2012-01","9.2",",W","0.44",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2012-02","9.4","1,W","3.41","1,,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2012-03","12.5",",W","0.31",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2012-04","11.0",",W","3.30",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2012-05","8.1",",W","5.51",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2012-06","9.8",",W","9.39",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2012-07","7.8",",W","6.24",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2012-08","9.4",",W","4.22",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2012-09","6.9","1,W","4.72","2,,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2012-10","10.1",",W","6.17",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2012-11","9.2",",W","0.25",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2012-12","8.7",",W","1.47",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2013-01","10.3",",W","0.36",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2013-02","9.8",",W","1.09",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2013-03","11.0",",W","2.63",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2013-04","11.0",",W","3.56",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2013-05","9.6",",W","8.67",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2013-06","9.2",",W","5.98",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2013-07","8.9",",W",,
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2013-08","8.9",",W","2.42",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2013-09","7.6",",W","6.04",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2013-10","8.5",",W","1.91",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2013-11","11.6",",W","2.61",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2013-12","10.7",",W","0.77",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2014-01","9.8",",W","6.35",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2014-02","8.9",",W","0.86",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2014-03","10.7","1,W","4.32","1,,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2014-04","11.6",",W","0.81",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2014-05","13.4",",W","1.06",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2014-06","8.1",",W","4.32",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2014-07","7.4",",W","2.01","1,,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2014-08","8.3",",W","3.94",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2014-09","8.5",",W","7.09","1,,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2014-10","8.9",",W","5.48",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2014-11","12.3",",W","1.03",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2014-12","9.8",",W","1.87",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2015-01","11.0",",W","0.85",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2015-02","12.3",",W","2.16",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2015-03","11.4",",W","2.56",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2015-04","11.2",",W","5.56",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2015-05","11.9",",W","0.60",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2015-06","9.6",",W","1.97",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2015-07","8.3",",W","0.23","2,,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2015-08","7.6",",W","0.00","1,T,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2015-09","7.4",",W","1.55",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2015-10","10.5",",W","0.82",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2015-11","11.4",",W","2.70","2,,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2015-12","11.4",",W","4.21",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2016-01","12.1",",W","4.59",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2016-02","12.5",",W","3.26",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2016-03","11.2",",W","0.52",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2016-04","11.4",",W","1.23",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2016-05","10.3",",W","5.76",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2016-06","9.6",",W","2.54",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2016-07","9.8",",W","4.09",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2016-08","10.1","2,W","5.09",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2016-09","7.4",",W","6.63",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2016-10","12.1",",W","2.44",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2016-11","10.7",",W","0.14",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2016-12","11.0",",W","1.47",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2017-01","11.4",",W","1.70",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2017-02","9.6",",W","1.49","1,,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2017-03","12.3",",W","1.06",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2017-04","13.9",",W","3.82",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2017-05","11.2",",W","1.54",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2017-06","12.1",",W","6.65",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2017-07","9.4",",W","6.12",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2017-08","8.9",",W","3.54",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2017-09",,,,
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2017-10","13.2",",W","3.85","2,,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2017-11","10.3",",W","0.56",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2017-12","9.2","1,W","1.38","1,,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2018-01","13.2",",W","0.72",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2018-02","12.8",",W","0.11",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2018-03","11.9",",W","1.51",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2018-04","11.0",",W","0.00","2,T,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2018-05","12.3",",W","6.57","2,,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2018-06","6.7",",W","3.61",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2018-07","7.4",",W","1.83",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2018-08","10.7",",W","1.31","2,,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2018-09","9.2","2,W","4.09",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2018-10","12.1",",W","1.98",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2018-11","10.1",",W","2.35",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2018-12","12.3",",W","1.87",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2019-01","11.6",",W","1.48","1,,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2019-02","11.0",",W","0.74",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2019-03","11.0",",W","1.04",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2019-04","12.3",",W","8.44",",,,W"
"USW00012850","KEY WEST NAS, FL US","24.58333","-81.68333","1.8","2019-05","11.6",",W","1.95",",,,W"
